"current_speed","free_flow_speed","speed_diff","current_travel_time","free_flow_travel_time","time_diff","humidity","cloudiness","wind_speed","weather_description","current_luminosity"
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.6976744186046511,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,1.0,-1.0,-0.8461538461538461,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-0.8461538461538461,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-0.8461538461538461,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,1.0,-1.0,-1.0,-0.5555555555555556,1.0
0.7575757575757576,0.3333333333333339,-0.7575757575757576,-0.6312292358803987,-0.41935483870967794,-0.6345514950166113,0.48837209302325557,-0.48,-0.5384615384615384,-0.4444444444444444,0.0
0.2727272727272727,0.6666666666666679,-0.2727272727272727,-0.5232558139534884,-0.612903225806452,-0.5232558139534884,0.3720930232558137,-1.0,-0.6923076923076923,-0.5555555555555556,1.0
0.09090909090909083,0.6666666666666679,-0.09090909090909083,-0.44352159468438546,-0.612903225806452,-0.44352159468438546,0.2790697674418603,-1.0,-0.6923076923076923,-0.5555555555555556,1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.16279069767441845,-1.0,-0.5384615384615384,-0.5555555555555556,1.0
0.4545454545454546,0.6666666666666679,-0.4545454545454546,-0.5813953488372093,-0.612903225806452,-0.5813953488372093,0.06976744186046502,-1.0,-0.3846153846153846,-0.5555555555555556,1.0
0.21212121212121215,0.6666666666666679,-0.21212121212121215,-0.49833887043189373,-0.612903225806452,-0.49833887043189373,-2.220446049250313E-16,-1.0,-0.3846153846153846,-0.5555555555555556,1.0
0.030303030303030276,0.6666666666666679,-0.030303030303030276,-0.4102990033222592,-0.612903225806452,-0.4102990033222592,-0.06976744186046524,-1.0,-0.3846153846153846,-0.5555555555555556,1.0
0.4545454545454546,0.6666666666666679,-0.4545454545454546,-0.5813953488372093,-0.612903225806452,-0.5813953488372093,-0.13953488372093048,-1.0,-0.3846153846153846,-0.5555555555555556,1.0
-0.030303030303030276,0.6666666666666679,0.030303030303030276,-0.3737541528239203,-0.612903225806452,-0.3737541528239203,-0.2325581395348839,-1.0,-0.23076923076923073,-0.5555555555555556,1.0
0.5151515151515151,0.6666666666666679,-0.5151515151515151,-0.5980066445182725,-0.612903225806452,-0.5980066445182725,-0.2790697674418605,-1.0,-0.07692307692307687,-0.5555555555555556,1.0
0.5151515151515151,0.6666666666666679,-0.5151515151515151,-0.5980066445182725,-0.612903225806452,-0.5980066445182725,-2.220446049250313E-16,-1.0,-0.6923076923076923,-0.5555555555555556,1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.09302325581395343,-1.0,-0.5384615384615384,-0.5555555555555556,0.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.2790697674418603,-1.0,-0.8461538461538461,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.48837209302325557,-1.0,-0.8461538461538461,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.7209302325581395,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.6046511627906974,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.48837209302325557,-0.48,-0.5384615384615384,-0.4444444444444444,0.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.7209302325581395,-1.0,-0.8461538461538461,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.6046511627906974,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-0.8461538461538461,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-1.0,-0.5555555555555556,-1.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,0.8372093023255811,-1.0,-1.0,-0.5555555555555556,0.0
1.0,0.6666666666666679,-1.0,-0.6960132890365449,-0.612903225806452,-0.6960132890365449,1.0,-1.0,-1.0,-0.5555555555555556,1.0
